"Yield","Northing","Easting","TimeStamp"
40.43428492,230.363065484257,3.401772776629,"2013-09-30 18:48:28"
41.78091903,228.422500752761,3.45328516818552,"2013-09-30 18:48:29"
41.04302273,226.491335839416,3.51043520522694,"2013-09-30 18:48:30"
40.36588921,224.568022538029,3.50966139211351,"2013-09-30 18:48:31"
41.73420406,222.639290518895,3.51253546309681,"2013-09-30 18:48:32"
38.09989807,220.721174764625,3.52624262548198,"2013-09-30 18:48:33"
42.7604068,218.793659191418,3.51894686671392,"2013-09-30 18:48:34"
40.36588921,216.867360066496,3.4749512850118,"2013-09-30 18:48:35"
39.20276148,214.948359622636,3.42178074718345,"2013-09-30 18:48:36"
37.90284233,213.021286394617,3.40917901145713,"2013-09-30 18:48:37"
39.81921748,211.102507123744,3.39657728672705,"2013-09-30 18:48:38"
35.50819115,209.178640892247,3.41083716872521,"2013-09-30 18:48:39"
33.76007934,207.2455960148,3.424544321685,"2013-09-30 18:48:40"
35.55529459,205.327259088329,3.42465486215167,"2013-09-30 18:48:41"
38.30615194,203.412792674983,3.4254286532726,"2013-09-30 18:48:42"
37.83444663,201.486825307183,3.43825148407018,"2013-09-30 18:48:43"
38.04816626,199.554333349632,3.42985030806864,"2013-09-30 18:48:44"
37.90284233,197.630909473537,3.46356551798192,"2013-09-30 18:48:45"
39.7500607,195.704831509815,3.48423681459337,"2013-09-30 18:48:46"
37.1761739,193.757852785276,3.49186417748155,"2013-09-30 18:48:47"
38.00597385,191.790305058613,3.51596225369309,"2013-09-30 18:48:48"
39.61400348,189.84266280647,3.55829971111586,"2013-09-30 18:48:49"
42.13701484,187.857421305297,3.53033266673253,"2013-09-30 18:48:50"
35.05987918,185.867535166687,3.51275653460476,"2013-09-30 18:48:51"
41.53052857,183.868912736744,3.50612404848346,"2013-09-30 18:48:52"
26.93397139,181.854476497178,3.53895492523827,"2013-09-30 18:48:53"
32.03308228,179.838602637126,3.55465183644452,"2013-09-30 18:48:54"
29.10440555,177.837768486745,3.54757716175152,"2013-09-30 18:48:55"
40.2701861,175.827755689628,3.51308816071736,"2013-09-30 18:48:56"
50.29893985,173.84162948865,3.50391320459107,"2013-09-30 18:48:57"
42.83524645,171.835818964138,3.4164747482327,"2013-09-30 18:48:58"
45.99185545,169.81231466433,3.31378154724729,"2013-09-30 18:48:59"
38.62536273,167.820548572619,3.27553416249293,"2013-09-30 18:49:00"
37.76500144,165.964250442642,3.25508398294522,"2013-09-30 18:49:01"
44.30967195,164.226279430784,3.24834095321552,"2013-09-30 18:49:02"
54.94319665,162.634834989925,3.32185117410995,"2013-09-30 18:49:03"
59.81048827,161.039520035942,3.33401075425326,"2013-09-30 18:49:04"
56.83136682,159.474726843343,3.35070254222632,"2013-09-30 18:49:05"
49.56311129,157.772696311401,3.3378797004325,"2013-09-30 18:49:06"
45.57399788,156.010396359002,3.29775305391342,"2013-09-30 18:49:07"
42.45007484,154.156420537529,3.25198880589437,"2013-09-30 18:49:08"
44.08314038,152.246156395216,3.31322892660046,"2013-09-30 18:49:09"
41.25530054,150.323948944619,3.384086126027,"2013-09-30 18:49:10"
46.11286502,148.397096899802,3.42797114527002,"2013-09-30 18:49:11"
44.50209611,146.508728803034,3.42620245696065,"2013-09-30 18:49:12"
47.74306933,144.618370158028,3.41658531226273,"2013-09-30 18:49:13"
43.87675223,142.706557810308,3.40133056606481,"2013-09-30 18:49:14"
44.17516889,140.804698210849,3.38928152795904,"2013-09-30 18:49:15"
38.43723468,138.90305977259,3.37380568826075,"2013-09-30 18:49:16"
39.20276148,136.980078240898,3.33732693683459,"2013-09-30 18:49:17"
38.80139362,135.036527685081,3.24944631546782,"2013-09-30 18:49:18"
29.41923683,133.11343554568,3.21340975261336,"2013-09-30 18:49:19"
29.57218655,131.196315076922,3.20489806913389,"2013-09-30 18:49:20"
39.54340916,129.295340155266,3.32737825556484,"2013-09-30 18:49:21"
39.13436577,127.369041029558,3.37656927375855,"2013-09-30 18:49:22"
43.82695232,125.445617142463,3.38950263402654,"2013-09-30 18:49:23"
50.0705709,123.496979626809,3.38651799901328,"2013-09-30 18:49:24"
50.27013098,121.564045335856,3.35810878647982,"2013-09-30 18:49:25"
47.76304498,119.640732035254,3.31986138130389,"2013-09-30 18:49:26"
48.31276087,117.738540677101,3.36330426538552,"2013-09-30 18:49:27"
44.34322102,115.829603567994,3.36739430663607,"2013-09-30 18:49:28"
44.73727774,113.958265729919,3.41625372070973,"2013-09-30 18:49:29"
23.70578575,112.096217124287,3.47937300578525,"2013-09-30 18:49:30"
23.46912028,110.223331080805,3.58903033000075,"2013-09-30 18:49:31"
23.6692436,108.312292835396,3.69647681032387,"2013-09-30 18:49:32"
7.49093269,106.38754191588,3.68188527079536,"2013-09-30 18:49:33"
15.67026916,104.45361234963,3.63578937624214,"2013-09-30 18:49:34"
46.02367821,102.731123391058,3.60936992509693,"2013-09-30 18:49:35"
71.64496327,101.622055480561,3.57034872722915,"2013-09-30 18:49:36"
65.68819554,101.511469389477,3.56526380135728,"2013-09-30 18:49:37"
0.81482308,102.230443258305,4.80592829174833,"2013-09-30 18:49:48"
26.47256153,100.563746585877,3.59577328118593,"2013-09-30 18:49:49"
32.41216556,99.0395384886295,3.52182091570472,"2013-09-30 18:49:50"
37.19558296,97.5083634682287,3.55354639878942,"2013-09-30 18:49:51"
36.26189418,95.8534426103908,3.52745856118963,"2013-09-30 18:49:52"
33.14741956,93.916748392806,3.50910866150429,"2013-09-30 18:49:53"
37.09384048,91.92962690553,3.46500253776463,"2013-09-30 18:49:54"
36.34719434,89.9527899479958,3.37999599680654,"2013-09-30 18:49:55"
41.04997984,88.0282601888952,3.34550701776482,"2013-09-30 18:49:56"
42.82537634,86.1417720562285,3.35943528621749,"2013-09-30 18:49:57"
43.34557178,84.2333878882324,3.35954583925127,"2013-09-30 18:49:58"
40.32117332,82.3277683511408,3.42553921730257,"2013-09-30 18:49:59"
43.08505723,80.4246923049687,3.47837813058925,"2013-09-30 18:50:00"
41.64381232,78.5150916792593,3.45914386318583,"2013-09-30 18:50:01"
43.99393331,76.6240695168644,3.45980710284391,"2013-09-30 18:50:02"
44.98559861,74.7244216394154,3.47539347358349,"2013-09-30 18:50:03"
45.41461569,72.8296395503888,3.4386936396532,"2013-09-30 18:50:04"
46.54922584,70.9232459212014,3.41039496915727,"2013-09-30 18:50:05"
44.27872809,68.9675308951142,3.40309923238169,"2013-09-30 18:50:06"
42.14288659,67.0334907439417,3.40442574311561,"2013-09-30 18:50:07"
41.49613759,65.1341746244013,3.40033570343593,"2013-09-30 18:50:08"
34.80399873,63.2245739986919,3.40210436818194,"2013-09-30 18:50:09"
35.65451419,61.3353212139052,3.41912778069678,"2013-09-30 18:50:10"
31.98157021,59.4229559360759,3.41127931331198,"2013-09-30 18:50:11"
31.4829728,57.5261832972401,3.4331665691945,"2013-09-30 18:50:12"
27.92269267,55.6129333306067,3.4331665691945,"2013-09-30 18:50:13"
36.12482118,53.6914999925353,3.47926244175528,"2013-09-30 18:50:14"
32.77517621,51.7509352618255,3.48733198064798,"2013-09-30 18:50:15"
38.14038527,49.7881427260913,3.50479755974203,"2013-09-30 18:50:16"
40.15349923,47.8313218397848,3.50645568402138,"2013-09-30 18:50:17"
38.7529158,45.846522672013,3.52491612574431,"2013-09-30 18:50:18"
40.82141537,43.8876006494039,3.52458450120258,"2013-09-30 18:50:19"
38.21464887,41.9092154746761,3.52690587613625,"2013-09-30 18:50:20"
39.34139672,39.9723000848903,3.51120895236289,"2013-09-30 18:50:21"
35.5047241,38.0162532891081,3.48368407455882,"2013-09-30 18:50:22"
39.6817485,36.0838719290504,3.48788466727228,"2013-09-30 18:50:23"
39.41091712,34.1405425454349,3.53011159365371,"2013-09-30 18:50:24"
39.27115718,32.2121422842099,3.49075874925182,"2013-09-30 18:50:25"
38.04816626,30.2732363446148,3.48501058529274,"2013-09-30 18:50:26"
38.02243612,28.3649627521116,3.53972870536296,"2013-09-30 18:50:27"
40.92602602,26.4563574009139,3.54547688188916,"2013-09-30 18:50:28"
38.51853726,24.5360299246334,3.52502664578935,"2013-09-30 18:50:29"
37.274614,22.6223376135979,3.52303690796452,"2013-09-30 18:50:30"
37.48100216,20.7044430307429,3.50512916229127,"2013-09-30 18:50:31"
33.14832797,18.7944000614172,3.52159987718551,"2013-09-30 18:50:32"
33.74337158,16.9082436866591,3.56670088711741,"2013-09-30 18:50:33"
31.92697063,15.0219767261934,3.61080699986081,"2013-09-30 18:50:34"
38.84323508,13.1332768723022,3.65347607082902,"2013-09-30 18:50:35"
37.99602344,11.2608331732219,3.65723446397453,"2013-09-30 18:50:36"
45.69614193,9.35477130272882,3.62595116946159,"2013-09-30 18:50:37"
41.54815636,7.44594477933011,3.61788161957264,"2013-09-30 18:50:38"
45.83436312,5.54408517987078,3.60251633290807,"2013-09-30 18:50:39"
39.13436577,3.61933425956981,3.5326540071066,"2013-09-30 18:50:40"
40.50243345,1.70387257171187,3.50247615181962,"2013-09-30 18:50:41"
45.48102769,1.03471613290775,18.6873595479356,"2013-09-30 18:54:16"
43.8071403,2.78861154166795,18.6464591872693,"2013-09-30 18:54:17"
43.55302048,4.5802168079527,18.6194870275073,"2013-09-30 18:54:18"
46.3491387,6.39637218619391,18.6085433956388,"2013-09-30 18:54:19"
43.78912395,8.20511829687943,18.595499482337,"2013-09-30 18:54:20"
46.24050644,10.0544495021313,18.6067747183257,"2013-09-30 18:54:21"
41.41060128,11.9249026514024,18.6008054812878,"2013-09-30 18:54:22"
41.52773273,13.8050873767328,18.6068852713594,"2013-09-30 18:54:23"
44.28851798,15.6971048144252,18.630651712033,"2013-09-30 18:54:24"
47.65979103,17.5833717748909,18.6165023814978,"2013-09-30 18:54:25"
42.37431088,19.445199208322,18.5929570248992,"2013-09-30 18:54:26"
46.6486825,21.2807071639749,18.6326414608541,"2013-09-30 18:54:27"
39.32938132,23.1228502628715,18.6488910806771,"2013-09-30 18:54:28"
44.49243314,24.9583582075237,18.6201502561691,"2013-09-30 18:54:29"
37.68545465,26.7990636985071,18.6527600268564,"2013-09-30 18:54:30"
40.26652739,28.6010640566685,18.6863646743105,"2013-09-30 18:54:31"
36.23517928,30.3917846341492,18.7069254288845,"2013-09-30 18:54:32"
38.37642905,32.2023001334436,18.7228434241658,"2013-09-30 18:54:33"
41.58897417,33.9967806375559,18.7352240883841,"2013-09-30 18:54:34"
40.78210258,35.7911505449599,18.6802849172276,"2013-09-30 18:54:35"
38.50813968,37.5874004384668,18.7061516377636,"2013-09-30 18:54:36"
35.35412248,39.3818809425791,18.7365505865509,"2013-09-30 18:54:37"
39.46034593,41.1624275995984,18.6908969355506,"2013-09-30 18:54:38"
36.56636477,42.9337956004532,18.6484489470866,"2013-09-30 18:54:39"
41.62081824,44.703283648207,18.6467908118109,"2013-09-30 18:54:40"
38.65464831,46.5004182297322,18.6053376875466,"2013-09-30 18:54:41"
41.10132479,48.3516293990857,18.6617139114747,"2013-09-30 18:54:42"
37.99602344,50.2259530614818,18.6672409929296,"2013-09-30 18:54:43"
36.36337688,52.1336737238754,18.6712205031388,"2013-09-30 18:54:44"
36.38057865,54.044601382791,18.6393845220016,"2013-09-30 18:54:45"
32.56107927,55.9474562567621,18.6310939006047,"2013-09-30 18:54:46"
31.56651114,57.8613697399986,18.6412637193598,"2013-09-30 18:54:47"
31.89818656,59.7558200711164,18.6379474598048,"2013-09-30 18:54:48"
34.0714806,61.6811239215271,18.6323098473086,"2013-09-30 18:54:49"
34.2486172,63.5926045105523,18.5765968850312,"2013-09-30 18:54:50"
38.71879397,65.50397451387,18.5395654359845,"2013-09-30 18:54:51"
38.71879397,67.4136857260728,18.4908165749446,"2013-09-30 18:54:52"
41.81354207,69.328152139419,18.5326012797656,"2013-09-30 18:54:53"
37.56073022,71.2478160990964,18.5281796155443,"2013-09-30 18:54:54"
43.92079599,73.1417135001046,18.5278479894317,"2013-09-30 18:54:55"
38.55785177,75.0202394343202,18.5688589266952,"2013-09-30 18:54:56"
39.89125314,76.9047370171777,18.5245317628654,"2013-09-30 18:54:57"
43.4039468,78.7781759907698,18.5024234244786,"2013-09-30 18:54:58"
37.99602344,80.6521678952573,18.530500988907,"2013-09-30 18:54:59"
35.53780166,82.523173974638,18.5270741983107,"2013-09-30 18:55:00"
35.7940095,84.4897264370039,18.5477454619335,"2013-09-30 18:55:01"
33.88778171,86.4478743573023,18.5602366901819,"2013-09-30 18:55:02"
34.69512774,88.3242991552153,18.5248633764108,"2013-09-30 18:55:03"
34.6247792,90.2032674448336,18.5142513800803,"2013-09-30 18:55:04"
35.04987061,92.111983381739,18.5586891063692,"2013-09-30 18:55:05"
35.14265256,94.0297673670999,18.5725067997956,"2013-09-30 18:55:06"
36.38057865,95.9413585536192,18.62081348326,"2013-09-30 18:55:07"
31.69112345,97.8870102339519,18.6414847908678,"2013-09-30 18:55:08"
34.49671588,99.7869898803103,18.5489614761858,"2013-09-30 18:55:09"
37.2871474,101.71428426953,18.5370229565542,"2013-09-30 18:55:10"
39.40365021,103.60917695605,18.5088348516592,"2013-09-30 18:55:11"
37.85560064,105.479851277522,18.4942433435484,"2013-09-30 18:55:12"
36.46797301,107.361141863858,18.5401181006163,"2013-09-30 18:55:13"
36.87222965,109.23679255946,18.5401181116125,"2013-09-30 18:55:14"
34.3720733,111.119410179002,18.5747176326918,"2013-09-30 18:55:15"
35.28027377,113.005898311669,18.5603472306485,"2013-09-30 18:55:16"
30.5349732,114.923350549336,18.5175676396353,"2013-09-30 18:55:17"
33.86629348,116.846553264229,18.5083926850799,"2013-09-30 18:55:18"
31.49775985,118.760466747466,18.5163516709389,"2013-09-30 18:55:19"
32.18540704,120.67316378399,18.4975595936781,"2013-09-30 18:55:20"
27.37616481,122.575133969157,18.4713612360333,"2013-09-30 18:55:21"
33.66711877,124.483628733861,18.4360984658706,"2013-09-30 18:55:22"
30.32858504,126.398537491609,18.4153166272216,"2013-09-30 18:55:23"
32.46054649,128.311345114626,18.4124425452421,"2013-09-30 18:55:24"
30.57777966,130.209444786668,18.4542272610593,"2013-09-30 18:55:25"
32.67098022,132.147355451752,18.4705874229198,"2013-09-30 18:55:26"
35.21140385,134.057619594064,18.4460472021215,"2013-09-30 18:55:27"
35.85030326,135.977394139449,18.4628495085688,"2013-09-30 18:55:28"
35.93814469,137.90634733157,18.4854000025385,"2013-09-30 18:55:29"
37.74599374,139.813293901867,18.4815310563592,"2013-09-30 18:55:30"
40.77639703,141.736386019267,18.3977405186571,"2013-09-30 18:55:31"
41.61740194,143.644991370465,18.4030465050407,"2013-09-30 18:55:32"
38.22990289,145.553154388261,18.4585383738178,"2013-09-30 18:55:33"
36.87663959,147.472044245628,18.5096086097914,"2013-09-30 18:55:34"
41.69695993,149.368374540062,18.5288428536314,"2013-09-30 18:55:35"
48.89720789,151.286932627733,18.5465295262259,"2013-09-30 18:55:36"
50.17766722,153.231478458847,18.5434343821638,"2013-09-30 18:55:37"
48.88522235,155.20986364379,18.5164622239727,"2013-09-30 18:55:38"
38.83424908,157.072133411408,18.46273899952,"2013-09-30 18:55:39"
37.73992534,158.7678605478,18.5314958531068,"2013-09-30 18:55:40"
40.66501678,160.372796491349,18.5817922869632,"2013-09-30 18:55:41"
42.68064126,161.912265468896,18.5667586562581,"2013-09-30 18:55:42"
55.88072882,163.353091653428,18.3747479240856,"2013-09-30 18:55:43"
53.70196637,164.783965089701,18.2261799880249,"2013-09-30 18:55:44"
58.1924588,166.219814900103,18.156538724306,"2013-09-30 18:55:45"
50.52607229,167.785382195799,18.0752906000567,"2013-09-30 18:55:46"
56.53225755,169.483210455921,18.0686580683796,"2013-09-30 18:55:47"
40.65963603,171.370583277392,18.0223411463035,"2013-09-30 18:55:48"
41.61740194,173.277087492287,17.9742555233507,"2013-09-30 18:55:49"
35.070752,175.156276943106,17.9140103312509,"2013-09-30 18:55:50"
37.12372841,177.062781158001,17.810211757017,"2013-09-30 18:55:51"
41.34082457,178.971497094906,17.7839028259168,"2013-09-30 18:55:52"
33.2468673,180.931082634118,17.7402388797527,"2013-09-30 18:55:53"
32.67507492,182.886023557109,17.6132265734618,"2013-09-30 18:55:54"
35.00925834,184.830569387437,17.5490018727236,"2013-09-30 18:55:55"
37.56888018,186.822335479148,17.5755318093543,"2013-09-30 18:55:56"
37.14738318,188.800499481675,17.6155478714218,"2013-09-30 18:55:57"
37.29285178,190.780432861024,17.5652514595579,"2013-09-30 18:55:58"
35.28005886,192.753731075129,17.4891988252106,"2013-09-30 18:55:59"
35.10307966,194.741184309313,17.5375054646901,"2013-09-30 18:56:00"
36.9086914,196.736157408546,17.6565587631295,"2013-09-30 18:56:01"
37.66060343,198.691319503738,17.6930375239809,"2013-09-30 18:56:02"
39.75450966,200.494093964996,17.7043127929583,"2013-09-30 18:56:03"
39.75450966,202.299190734757,17.6962432650618,"2013-09-30 18:56:04"
41.97499033,204.191761102559,17.6815412384769,"2013-09-30 18:56:05"
44.93671262,206.148471403158,17.6906056525656,"2013-09-30 18:56:06"
44.93671262,208.098767709928,17.7016598170463,"2013-09-30 18:56:07"
39.14552616,210.058795593542,17.6984541089542,"2013-09-30 18:56:08"
38.94816616,212.028112708028,17.6866261533526,"2013-09-30 18:56:09"
32.07891286,213.999752131017,17.6249439430409,"2013-09-30 18:56:10"
32.40567222,215.957015362511,17.5474542794856,"2013-09-30 18:56:11"
32.13613797,217.914389179713,17.48090821481,"2013-09-30 18:56:12"
32.46684889,219.846991711972,17.4740545990578,"2013-09-30 18:56:13"
30.81081814,221.783907102544,17.6065939538148,"2013-09-30 18:56:14"
31.82664657,223.724361247546,17.694142919222,"2013-09-30 18:56:15"
31.6645517,225.676316346215,17.7678741896319,"2013-09-30 18:56:16"
30.96935421,227.607149500866,17.7977204533659,"2013-09-30 18:56:17"
30.49856605,229.567840901083,17.8515542182852,"2013-09-30 18:56:18"
29.76133185,231.53328750323,17.885158898728,"2013-09-30 18:56:19"
30.06603595,233.48026623877,17.8921230329544,"2013-09-30 18:56:20"
31.03490295,235.441510557311,17.8221502106712,"2013-09-30 18:56:21"
30.65389694,237.400211407719,17.7844555125411,"2013-09-30 18:56:22"
29.32993808,239.388328158506,17.7312849967052,"2013-09-30 18:56:23"
29.0776513,241.361958131304,17.7057498677222,"2013-09-30 18:56:24"
29.54461259,243.336804550816,17.6941429961956,"2013-09-30 18:56:25"
32.67908704,245.314415633448,17.7059709298048,"2013-09-30 18:56:26"
36.81402542,247.290257327471,17.7414547824716,"2013-09-30 18:56:27"
35.63942545,249.249068764372,17.7470924059641,"2013-09-30 18:56:28"
37.81435913,251.225795136199,17.7613522879622,"2013-09-30 18:56:29"
41.48246643,253.195444009379,17.7153669794315,"2013-09-30 18:56:30"
34.85561624,255.162991758043,17.7098398869803,"2013-09-30 18:56:31"
29.71072439,257.118264438943,17.665844336696,"2013-09-30 18:56:32"
27.67715806,259.089350931822,17.6225120276407,"2013-09-30 18:56:33"
25.60968887,261.067072589947,17.6359980839583,"2013-09-30 18:56:34"
26.00538489,263.024004062747,17.6241701299276,"2013-09-30 18:56:35"
27.41047186,264.998076379162,17.6113473116971,"2013-09-30 18:56:36"
27.01031233,266.969162872042,17.55917165849,"2013-09-30 18:56:37"
31.57110897,268.936821195412,17.6142213716842,"2013-09-30 18:56:38"
29.05152953,270.929803733836,17.5957609409575,"2013-09-30 18:56:39"
36.81402542,272.903876051037,17.5449117984843,"2013-09-30 18:56:40"
35.32481287,274.868437963594,17.6163216405503,"2013-09-30 18:56:41"
36.89469962,276.85135716805,17.6764562796163,"2013-09-30 18:56:42"
34.01290873,278.82100604123,17.6809884968714,"2013-09-30 18:56:43"
40.14864474,280.796958321746,17.7192359256107,"2013-09-30 18:56:44"
35.57207477,282.755216827752,17.7138193956187,"2013-09-30 18:56:45"
35.7741268,284.711816541858,17.6700449199841,"2013-09-30 18:56:46"
36.09278223,286.654150650962,17.6260493602745,"2013-09-30 18:56:47"
33.88778171,288.608759816044,17.6892791308355,"2013-09-30 18:56:48"
36.39722491,290.577413424927,17.6940324321657,"2013-09-30 18:56:49"
39.00447997,292.520853384035,17.6699343669504,"2013-09-30 18:56:50"
40.02030841,294.461528712239,17.6562272155614,"2013-09-30 18:56:51"
38.18425382,296.390260731373,17.743555062334,"2013-09-30 18:56:52"
33.92586668,298.335691239505,17.7537249156487,"2013-09-30 18:56:53"
31.67696301,300.261548031811,17.7231049047787,"2013-09-30 18:56:54"
29.14552042,302.182649611188,17.6925954139538,"2013-09-30 18:56:55"
29.21391613,304.108395806001,17.7018808995505,"2013-09-30 18:56:56"
29.55602823,306.033810231904,17.7265316843788,"2013-09-30 18:56:57"
32.29265794,307.958450576713,17.7176883637904,"2013-09-30 18:56:58"
39.61326929,309.883754427123,17.7026547016676,"2013-09-30 18:56:59"
37.75600733,311.80209135438,17.6997806306843,"2013-09-30 18:57:00"
39.2001873,313.714567206917,17.6581064333412,"2013-09-30 18:57:01"
39.68163035,315.618859711588,17.6765668546425,"2013-09-30 18:57:02"
43.73357681,317.504905499852,17.7147037177809,"2013-09-30 18:57:03"
37.09667472,319.390840701624,17.6701554604508,"2013-09-30 18:57:04"
44.36241493,321.271136013448,17.6327923884332,"2013-09-30 18:57:05"
36.02955572,323.139930371604,17.5627090131163,"2013-09-30 18:57:06"
41.0936958,324.999435497317,17.5555237853896,"2013-09-30 18:57:07"
